well,strain,serum,dilution_factor,replicate,fastq
C2,A/Denmark/3940/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_11_S11_R1_001.fastq.gz
D2,A/France/PAC-RELAB-HCL026021993801/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_12_S12_R1_001.fastq.gz
E2,A/Luxembourg/LNS9132577/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_13_S13_R1_001.fastq.gz
F2,A/California/NIRC-IS-1067/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_14_S14_R1_001.fastq.gz
G2,A/France/HDF-RELAB-IPP00300/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_15_S15_R1_001.fastq.gz
H2,A/NovaScotia/25-365-06099/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_16_S16_R1_001.fastq.gz
A3,A/StPetersburg/RII-25-2321S/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_17_S17_R1_001.fastq.gz
B3,A/NordrheinWestfalen/54/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_18_S18_R1_001.fastq.gz
C3,A/SantaCatarina/508/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_19_S19_R1_001.fastq.gz
D3,A/Trieste/380/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_20_S20_R1_001.fastq.gz
E3,A/Michigan/UM-10068071276/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_21_S21_R1_001.fastq.gz
F3,A/Singapore/NTF0577/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_22_S22_R1_001.fastq.gz
G3,A/California/NIRC-IS-1059/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_23_S23_R1_001.fastq.gz
H3,A/Germany/LRMC_0104/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_24_S24_R1_001.fastq.gz
A4,A/France/HDF-RELAB-IPP00303/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_25_S25_R1_001.fastq.gz
B4,A/Germany/LRMC_0113/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_26_S26_R1_001.fastq.gz
C4,A/StPetersburg/RII-25-2506S/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_27_S27_R1_001.fastq.gz
D4,A/Connecticut/5/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_28_S28_R1_001.fastq.gz
E4,A/Singapore/SAR8915/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_29_S29_R1_001.fastq.gz
F4,A/France/ARA-HCL026031894402/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_30_S30_R1_001.fastq.gz
G4,A/Castellon/VAHNSI_02_02400/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_31_S31_R1_001.fastq.gz
H4,A/Trieste/257/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_32_S32_R1_001.fastq.gz
A5,A/Badajoz/18738342/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_33_S33_R1_001.fastq.gz
B5,A/Saskatchewan/SKFLU477727/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_34_S34_R1_001.fastq.gz
C5,A/Michigan/UM-10068134090/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_35_S35_R1_001.fastq.gz
D5,A/Thuringen/39/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_36_S36_R1_001.fastq.gz
E5,A/California/GKISBBBH79910/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_37_S37_R1_001.fastq.gz
F5,A/SouthCarolina/USAFSAM-17046/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_38_S38_R1_001.fastq.gz
G5,A/NakhonPhanom/P495/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_39_S39_R1_001.fastq.gz
H5,A/Romania/612042/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_40_S40_R1_001.fastq.gz
A6,A/Victoria/2948/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_41_S41_R1_001.fastq.gz
B6,A/Michigan/UM-10068747355/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_42_S42_R1_001.fastq.gz
C6,A/Netherlands/968/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_43_S43_R1_001.fastq.gz
D6,A/California/LACPHL-INF02113/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_44_S44_R1_001.fastq.gz
E6,A/Missouri/NIRC-AV-1003/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_45_S45_R1_001.fastq.gz
F6,A/France/OCC-HCL026013263701/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_46_S46_R1_001.fastq.gz
G6,A/Ontario/PHL202550193/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_47_S47_R1_001.fastq.gz
H6,A/Netherlands/888/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_48_S48_R1_001.fastq.gz
A7,A/SouthAustralia/2605715552/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_49_S49_R1_001.fastq.gz
B7,A/France/HDF-IPP01550/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_50_S50_R1_001.fastq.gz
C7,A/Saskatchewan/SKFLU477299/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_51_S51_R1_001.fastq.gz
D7,A/Parana/416133590/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_52_S52_R1_001.fastq.gz
E7,A/Montana/51/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_53_S53_R1_001.fastq.gz
F7,A/France/GES-IPP01077/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_54_S54_R1_001.fastq.gz
G7,A/Bolivia/OR5702/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_55_S55_R1_001.fastq.gz
H7,A/NewYork/NIRC-IS-1086/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_56_S56_R1_001.fastq.gz
A8,A/Michigan/8/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_57_S57_R1_001.fastq.gz
B8,A/Peru/ANC-INS-062/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_58_S58_R1_001.fastq.gz
C8,A/Blaenavon/6687/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_59_S59_R1_001.fastq.gz
D8,A/Oregon/81/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_60_S60_R1_001.fastq.gz
E8,A/Michigan/UM-10068449788/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_61_S61_R1_001.fastq.gz
F8,A/France/NAQ-HCL026010957001/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_62_S62_R1_001.fastq.gz
G8,A/Michigan/UM-10068456988/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_63_S63_R1_001.fastq.gz
H8,A/Badajoz/18813527/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_64_S64_R1_001.fastq.gz
A9,A/BritishColumbia/RV00279-26/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_65_S65_R1_001.fastq.gz
B9,A/RiodeJaneiro/331/2026_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_66_S66_R1_001.fastq.gz
C9,A/Navarra/260009/2025_H3N2,none,1,1,/shared/ngs/illumina/bloom_lab/260731_VH00699_635_AAJHGFVM5/Unaligned/Project_bloom_lab/PlateB_67_S67_R1_001.fastq.gz
