shortname,strain,subpool,mean_fraction_strain,representation,over_represented,under_represented,x_expected
flu-seqneut-2026_H3N2_10,A/Florida/ISC-1069/2026_H3N2,flu-seqneut-2026_h3,0.005073,ok,False,False,0.7508
flu-seqneut-2026_H3N2_11,A/Denmark/3940/2025_H3N2,flu-seqneut-2026_h3,0.009146,ok,False,False,1.354
flu-seqneut-2026_H3N2_12,A/France/PAC-RELAB-HCL026021993801/2026_H3N2,flu-seqneut-2026_h3,0.00722,ok,False,False,1.069
flu-seqneut-2026_H3N2_13,A/Luxembourg/LNS9132577/2026_H3N2,flu-seqneut-2026_h3,0.006719,ok,False,False,0.9945
flu-seqneut-2026_H3N2_14,A/California/NIRC-IS-1067/2026_H3N2,flu-seqneut-2026_h3,0.0098,ok,False,False,1.45
flu-seqneut-2026_H3N2_15,A/France/HDF-RELAB-IPP00300/2026_H3N2,flu-seqneut-2026_h3,0.005361,ok,False,False,0.7934
flu-seqneut-2026_H3N2_16,A/NovaScotia/25-365-06099/2025_H3N2,flu-seqneut-2026_h3,0.006228,ok,False,False,0.9217
flu-seqneut-2026_H3N2_17,A/StPetersburg/RII-25-2321S/2025_H3N2,flu-seqneut-2026_h3,0.00327,under,False,True,0.4839
flu-seqneut-2026_H3N2_18,A/NordrheinWestfalen/54/2026_H3N2,flu-seqneut-2026_h3,0.005577,ok,False,False,0.8254
flu-seqneut-2026_H3N2_19,A/SantaCatarina/508/2026_H3N2,flu-seqneut-2026_h3,0.008488,ok,False,False,1.256
flu-seqneut-2026_H3N2_20,A/Trieste/380/2026_H3N2,flu-seqneut-2026_h3,0.00338,under,False,True,0.5002
flu-seqneut-2026_H3N2_21,A/Michigan/UM-10068071276/2025_H3N2,flu-seqneut-2026_h3,0.005757,ok,False,False,0.852
flu-seqneut-2026_H3N2_22,A/Singapore/NTF0577/2025_H3N2,flu-seqneut-2026_h3,0.007762,ok,False,False,1.149
flu-seqneut-2026_H3N2_23,A/California/NIRC-IS-1059/2026_H3N2,flu-seqneut-2026_h3,0.00562,ok,False,False,0.8318
flu-seqneut-2026_H3N2_24,A/Germany/LRMC_0104/2025_H3N2,flu-seqneut-2026_h3,0.007751,ok,False,False,1.147
flu-seqneut-2026_H3N2_25,A/France/HDF-RELAB-IPP00303/2026_H3N2,flu-seqneut-2026_h3,0.008388,ok,False,False,1.241
flu-seqneut-2026_H3N2_26,A/Germany/LRMC_0113/2025_H3N2,flu-seqneut-2026_h3,0.008625,ok,False,False,1.276
flu-seqneut-2026_H3N2_27,A/StPetersburg/RII-25-2506S/2026_H3N2,flu-seqneut-2026_h3,0.02051,over,True,False,3.035
flu-seqneut-2026_H3N2_28,A/Connecticut/5/2026_H3N2,flu-seqneut-2026_h3,0.008745,ok,False,False,1.294
flu-seqneut-2026_H3N2_29,A/Singapore/SAR8915/2025_H3N2,flu-seqneut-2026_h3,0.007602,ok,False,False,1.125
flu-seqneut-2026_H3N2_30,A/France/ARA-HCL026031894402/2026_H3N2,flu-seqneut-2026_h3,0.007262,ok,False,False,1.075
flu-seqneut-2026_H3N2_31,A/Castellon/VAHNSI_02_02400/2025_H3N2,flu-seqneut-2026_h3,0.007392,ok,False,False,1.094
flu-seqneut-2026_H3N2_32,A/Trieste/257/2025_H3N2,flu-seqneut-2026_h3,0.007247,ok,False,False,1.073
flu-seqneut-2026_H3N2_33,A/Badajoz/18738342/2026_H3N2,flu-seqneut-2026_h3,0.006801,ok,False,False,1.007
flu-seqneut-2026_H3N2_34,A/Saskatchewan/SKFLU477727/2025_H3N2,flu-seqneut-2026_h3,0.006156,ok,False,False,0.9111
flu-seqneut-2026_H3N2_35,A/Michigan/UM-10068134090/2025_H3N2,flu-seqneut-2026_h3,0.009685,ok,False,False,1.433
flu-seqneut-2026_H3N2_36,A/Thuringen/39/2026_H3N2,flu-seqneut-2026_h3,0.009129,ok,False,False,1.351
flu-seqneut-2026_H3N2_37,A/California/GKISBBBH79910/2026_H3N2,flu-seqneut-2026_h3,0.0054,ok,False,False,0.7992
flu-seqneut-2026_H3N2_38,A/SouthCarolina/USAFSAM-17046/2026_H3N2,flu-seqneut-2026_h3,0.004837,ok,False,False,0.7159
flu-seqneut-2026_H3N2_39,A/NakhonPhanom/P495/2026_H3N2,flu-seqneut-2026_h3,0.006646,ok,False,False,0.9836
flu-seqneut-2026_H3N2_40,A/Romania/612042/2026_H3N2,flu-seqneut-2026_h3,0.006596,ok,False,False,0.9762
flu-seqneut-2026_H3N2_41,A/Victoria/2948/2025_H3N2,flu-seqneut-2026_h3,0.004127,under,False,True,0.6108
flu-seqneut-2026_H3N2_42,A/Michigan/UM-10068747355/2026_H3N2,flu-seqneut-2026_h3,0.004206,under,False,True,0.6225
flu-seqneut-2026_H3N2_43,A/Netherlands/968/2026_H3N2,flu-seqneut-2026_h3,0.004153,under,False,True,0.6147
flu-seqneut-2026_H3N2_45,A/Missouri/NIRC-AV-1003/2025_H3N2,flu-seqneut-2026_h3,0.005113,ok,False,False,0.7567
flu-seqneut-2026_H3N2_46,A/France/OCC-HCL026013263701/2026_H3N2,flu-seqneut-2026_h3,0.004401,under,False,True,0.6513
flu-seqneut-2026_H3N2_47,A/Ontario/PHL202550193/2025_H3N2,flu-seqneut-2026_h3,0.006055,ok,False,False,0.8962
flu-seqneut-2026_H3N2_48,A/Netherlands/888/2026_H3N2,flu-seqneut-2026_h3,0.01032,over,True,False,1.527
flu-seqneut-2026_H3N2_49,A/SouthAustralia/2605715552/2026_H3N2,flu-seqneut-2026_h3,0.007621,ok,False,False,1.128
flu-seqneut-2026_H3N2_50,A/France/HDF-IPP01550/2026_H3N2,flu-seqneut-2026_h3,0.005837,ok,False,False,0.8639
flu-seqneut-2026_H3N2_51,A/Saskatchewan/SKFLU477299/2025_H3N2,flu-seqneut-2026_h3,0.005261,ok,False,False,0.7786
flu-seqneut-2026_H3N2_52,A/Parana/416133590/2026_H3N2,flu-seqneut-2026_h3,0.007186,ok,False,False,1.064
flu-seqneut-2026_H3N2_53,A/Montana/51/2025_H3N2,flu-seqneut-2026_h3,0.008386,ok,False,False,1.241
flu-seqneut-2026_H3N2_54,A/France/GES-IPP01077/2026_H3N2,flu-seqneut-2026_h3,0.006892,ok,False,False,1.02
flu-seqneut-2026_H3N2_55,A/Bolivia/OR5702/2025_H3N2,flu-seqneut-2026_h3,0.006209,ok,False,False,0.9189
flu-seqneut-2026_H3N2_56,A/NewYork/NIRC-IS-1086/2026_H3N2,flu-seqneut-2026_h3,0.005429,ok,False,False,0.8034
flu-seqneut-2026_H3N2_57,A/Michigan/8/2026_H3N2,flu-seqneut-2026_h3,0.005148,ok,False,False,0.7619
flu-seqneut-2026_H3N2_58,A/Peru/ANC-INS-062/2026_H3N2,flu-seqneut-2026_h3,0.00643,ok,False,False,0.9517
flu-seqneut-2026_H3N2_59,A/Blaenavon/6687/2026_H3N2,flu-seqneut-2026_h3,0.00616,ok,False,False,0.9117
flu-seqneut-2026_H3N2_60,A/Oregon/81/2025_H3N2,flu-seqneut-2026_h3,0.006004,ok,False,False,0.8886
flu-seqneut-2026_H3N2_61,A/Michigan/UM-10068449788/2025_H3N2,flu-seqneut-2026_h3,0.005535,ok,False,False,0.8192
flu-seqneut-2026_H3N2_62,A/France/NAQ-HCL026010957001/2026_H3N2,flu-seqneut-2026_h3,0.00831,ok,False,False,1.23
flu-seqneut-2026_H3N2_63,A/Michigan/UM-10068456988/2025_H3N2,flu-seqneut-2026_h3,0.005125,ok,False,False,0.7584
flu-seqneut-2026_H3N2_64,A/Badajoz/18813527/2026_H3N2,flu-seqneut-2026_h3,0.004323,under,False,True,0.6398
flu-seqneut-2026_H3N2_65,A/BritishColumbia/RV00279-26/2025_H3N2,flu-seqneut-2026_h3,0.007337,ok,False,False,1.086
flu-seqneut-2026_H3N2_66,A/RiodeJaneiro/331/2026_H3N2,flu-seqneut-2026_h3,0.005812,ok,False,False,0.8602
flu-seqneut-2026_H3N2_67,A/Navarra/260009/2025_H3N2,flu-seqneut-2026_h3,0.004274,under,False,True,0.6325
flu-seqneut-25to26_H1N1_3,A/Andalucia/PMC-00977/2025_H1N1,old_h1_vax,0.002529,under,False,True,0.3742
flu-seqneut-25to26_H1N1_5,A/Norway/9556/2025_H1N1,old_h1_vax,0.002365,under,False,True,0.3501
flu-seqneut-25to26_H1N1_25,A/Missouri/11/2025_cell_H1N1,old_h1_vax,0.004438,under,False,True,0.6568
flu-seqneut-2025_H1N1_5,A/Singapore/MOH0547/2024_H1N1,old_h1_vax,0.002508,under,False,True,0.3712
flu-seqneut-2025_H1N1_9,A/Tokyo/EIS11-277/2024_H1N1,old_h1_vax,0.003746,under,False,True,0.5544
flu-seqneut-2025_H1N1_24,A/Zacapa/FLU-012/2025_H1N1,old_h1_vax,0.003888,under,False,True,0.5755
flu-seqneut-2025_H1N1_25,A/Colorado/218/2024_H1N1,old_h1_vax,0.00241,under,False,True,0.3567
flu-seqneut-2025_H1N1_27,A/Ohio/259/2024_H1N1,old_h1_vax,0.002372,under,False,True,0.3511
flu-seqneut-2025_H1N1_37,A/Hawaii/ISC-1140/2025_H1N1,old_h1_vax,0.001413,under,False,True,0.2092
flu_seqneut_pdmH1N1_2023-2024_IVR238,A/Victoria/4897/2022_IVR-238_H1N1,old_h1_vax,0.003094,under,False,True,0.4579
flu_seqneut_pdmH1N1_2023-2024_VS4,A/Wisconsin/588/2019_H1N1,old_h1_vax,0.005223,ok,False,False,0.7729
flu_seqneut_pdmH1N1_2023-2024_VS5,A/Hawaii/70/2019_H1N1,old_h1_vax,0.003688,under,False,True,0.5459
flu_seqneut_pdmH1N1_2023-2024_VS6,A/Wisconsin/67/2022_H1N1,old_h1_vax,0.004279,under,False,True,0.6333
flu-seqneut-25to26_H3N2_1,A/Darwin/1415/2025_H3N2,old_h3_vax,0.009379,ok,False,False,1.388
flu-seqneut-25to26_H3N2_3,A/Bangkok/P2390/2025_H3N2,old_h3_vax,0.01232,over,True,False,1.823
flu-seqneut-25to26_H3N2_8,A/Distrito_Federal/250106000728/2025_H3N2,old_h3_vax,0.006593,ok,False,False,0.9757
flu-seqneut-25to26_H3N2_19,A/Galicia/GA-CHUAC-451/2025_H3N2,old_h3_vax,0.001704,under,False,True,0.2522
flu-seqneut-25to26_H3N2_21,A/Sydney/1359/2024_H3N2,old_h3_vax,0.006405,ok,False,False,0.9479
flu-seqneut-25to26_H3N2_22,A/Malaysia/IMR/SARI/2406/2025_H3N2,old_h3_vax,0.007174,ok,False,False,1.062
flu-seqneut-25to26_H3N2_25,A/Bangkok/P2391/2025_H3N2,old_h3_vax,0.0001731,under,False,True,0.02563
flu-seqneut-25to26_H3N2_35,A/South_Australia/2527213276/2025_H3N2,old_h3_vax,0.005377,ok,False,False,0.7959
flu-seqneut-25to26_H3N2_46,A/South_Australia/2523812314/2025_H3N2,old_h3_vax,0.01064,over,True,False,1.575
flu-seqneut-2025_H3N2_9,A/Colombia/1851/2024_H3N2,old_h3_vax,0.003481,under,False,True,0.5151
flu-seqneut-2025_H3N2_59,A/Lisboa/216/2023_H3N2,old_h3_vax,0.002486,under,False,True,0.3679
flu-seqneut-2025_H3N2_77,A/Croatia/10136RV/2023_H3N2,old_h3_vax,0.004077,under,False,True,0.6034
flu-seqneut-2025_H3N2_Vax1,A/District_Of_Columbia/27/2023_H3N2,old_h3_vax,0.01396,over,True,False,2.067
flu-seqneut-DRIVE-2018to2026_H3N2_29,A/Vietnam/F7324/2024_H3N2,old_h3_vax,0.00324,under,False,True,0.4794
flu-seqneut-H3-2023to2024_H3N2_32,A/Massachusetts/18/2022_H3N2,old_h3_vax,0.007225,ok,False,False,1.069
flu-seqneut-H3-2023to2024_H3N2_79,A/Thailand/8/2022_H3N2,old_h3_vax,0.007355,ok,False,False,1.088
