virus,cohort,n_sera,median_titer,geomean_titer,titer_q1,titer_q3,frac_w_titer_below_140
A/South_Australia/2527213276/2025_H3N2,VIDRL_adult-cell_post,20,699.8,695,279.2,1258,0
A/South_Australia/2527213276/2025_H3N2,VIDRL_adult-cell_pre,18,177.2,180.5,111.7,284,0.3333
A/South_Australia/2527213276/2025_H3N2,VIDRL_adult-egg_post,20,1324,921.2,280.4,2187,0.1
A/South_Australia/2527213276/2025_H3N2,VIDRL_adult-egg_pre,20,200.8,251.4,126.8,567.4,0.3
A/South_Australia/2527213276/2025_H3N2,VIDRL_elderly-egg_post,20,524.6,690.1,330.7,1324,0.05
A/South_Australia/2527213276/2025_H3N2,VIDRL_elderly-egg_pre,19,271.4,258.4,171.9,444.1,0.1579
A/StPetersburg/RII-25-2042S/2025_H3N2,All,283,264.1,318.3,129.2,702.5,0.2721
A/StPetersburg/RII-25-2042S/2025_H3N2,CTS,38,348.1,383.1,230.2,571.8,0.07895
A/StPetersburg/RII-25-2042S/2025_H3N2,SCH,39,264.1,399,126.7,1240,0.2821
A/StPetersburg/RII-25-2042S/2025_H3N2,UWMC,87,247.6,311.5,138.5,646.6,0.2644
A/StPetersburg/RII-25-2042S/2025_H3N2,VIDRL,119,209,283,112.5,604.6,0.3361
A/StPetersburg/RII-25-2042S/2025_H3N2,VIDRL_adult-cell_post,20,565.1,615.6,330.4,1194,0.05
A/StPetersburg/RII-25-2042S/2025_H3N2,VIDRL_adult-cell_pre,20,78.51,82.73,41.54,126.4,0.85
A/StPetersburg/RII-25-2042S/2025_H3N2,VIDRL_adult-egg_post,20,531.2,564.7,202.4,1421,0.15
A/StPetersburg/RII-25-2042S/2025_H3N2,VIDRL_adult-egg_pre,19,149.9,166.6,70.98,329.3,0.4737
A/StPetersburg/RII-25-2042S/2025_H3N2,VIDRL_elderly-egg_post,20,509.6,556.1,195.7,1037,0.1
A/StPetersburg/RII-25-2042S/2025_H3N2,VIDRL_elderly-egg_pre,20,162.1,187.9,108.6,250.8,0.4
A/StPetersburg/RII-25-2321S/2025_H3N2,All,282,444.4,496.6,218.5,1115,0.1241
A/StPetersburg/RII-25-2321S/2025_H3N2,CTS,38,357.8,421.2,254.2,637.7,0.1316
A/StPetersburg/RII-25-2321S/2025_H3N2,SCH,40,574.5,662.7,216.9,1712,0.125
A/StPetersburg/RII-25-2321S/2025_H3N2,UWMC,87,541.6,586.3,236.4,1088,0.03448
A/StPetersburg/RII-25-2321S/2025_H3N2,VIDRL,117,340.8,419.6,159.4,1055,0.188
A/StPetersburg/RII-25-2321S/2025_H3N2,VIDRL_adult-cell_post,20,703.4,841,384.8,1581,0.05
A/StPetersburg/RII-25-2321S/2025_H3N2,VIDRL_adult-cell_pre,17,149.9,138.4,98.53,170.4,0.4706
A/StPetersburg/RII-25-2321S/2025_H3N2,VIDRL_adult-egg_post,20,1054,937.1,303.6,2144,0.1
A/StPetersburg/RII-25-2321S/2025_H3N2,VIDRL_adult-egg_pre,20,169.8,230.4,109.9,390.2,0.3
A/StPetersburg/RII-25-2321S/2025_H3N2,VIDRL_elderly-egg_post,20,784,750,332.7,1301,0.05
A/StPetersburg/RII-25-2321S/2025_H3N2,VIDRL_elderly-egg_pre,20,245.6,245.3,189.2,402.7,0.2
A/StPetersburg/RII-25-2506S/2026_H3N2,All,284,261.7,297.3,138.6,599.2,0.2535
A/StPetersburg/RII-25-2506S/2026_H3N2,CTS,38,330.9,387.9,223,671.5,0.02632
A/StPetersburg/RII-25-2506S/2026_H3N2,SCH,40,264.7,303.5,120.5,897.2,0.3
A/StPetersburg/RII-25-2506S/2026_H3N2,UWMC,87,316.5,339.1,175.3,547.2,0.1609
A/StPetersburg/RII-25-2506S/2026_H3N2,VIDRL,119,195.9,246.2,98.09,574.6,0.3782
A/StPetersburg/RII-25-2506S/2026_H3N2,VIDRL_adult-cell_post,20,486.7,482.3,231.7,1118,0.1
A/StPetersburg/RII-25-2506S/2026_H3N2,VIDRL_adult-cell_pre,20,62.82,69.28,53.16,81.6,0.95
A/StPetersburg/RII-25-2506S/2026_H3N2,VIDRL_adult-egg_post,19,549.5,607.7,239.4,1631,0.1579
A/StPetersburg/RII-25-2506S/2026_H3N2,VIDRL_adult-egg_pre,20,154.4,174.4,85.23,241.4,0.45
A/StPetersburg/RII-25-2506S/2026_H3N2,VIDRL_elderly-egg_post,20,412.2,422.9,215,768.8,0.2
A/StPetersburg/RII-25-2506S/2026_H3N2,VIDRL_elderly-egg_pre,20,155.1,155.7,105.4,197.1,0.4
A/StPetersburg/RII-25-2600S/2026_H3N2,All,283,491.8,556.9,234.1,1166,0.07067
A/StPetersburg/RII-25-2600S/2026_H3N2,CTS,38,435.1,407.1,219,662.1,0.07895
A/StPetersburg/RII-25-2600S/2026_H3N2,SCH,40,600,682.4,306.6,1734,0.1
A/StPetersburg/RII-25-2600S/2026_H3N2,UWMC,85,536.3,654,371.5,1201,0.03529
A/StPetersburg/RII-25-2600S/2026_H3N2,VIDRL,120,410.8,512.9,212.5,977.3,0.08333
A/StPetersburg/RII-25-2600S/2026_H3N2,VIDRL_adult-cell_post,20,851.8,1014,506.2,1821,0.05
A/StPetersburg/RII-25-2600S/2026_H3N2,VIDRL_adult-cell_pre,20,216.9,206,182,255.5,0.2
A/StPetersburg/RII-25-2600S/2026_H3N2,VIDRL_adult-egg_post,20,901.5,927.9,298.6,1993,0
A/StPetersburg/RII-25-2600S/2026_H3N2,VIDRL_adult-egg_pre,20,210.4,344.3,161.8,802.2,0.2
A/StPetersburg/RII-25-2600S/2026_H3N2,VIDRL_elderly-egg_post,20,783,927.3,377.7,1630,0
A/StPetersburg/RII-25-2600S/2026_H3N2,VIDRL_elderly-egg_pre,20,269.8,294.1,185.9,432.1,0.05
A/Switzerland/UN-SNRCI-HUG-053/2025_H1N1,All,285,236.6,280.1,128.9,526.2,0.2772
A/Switzerland/UN-SNRCI-HUG-053/2025_H1N1,CTS,38,207.7,234.6,149,314.1,0.1579
A/Switzerland/UN-SNRCI-HUG-053/2025_H1N1,SCH,40,195.8,176.9,56.92,560.6,0.475
A/Switzerland/UN-SNRCI-HUG-053/2025_H1N1,UWMC,87,221.3,252.6,109.9,508,0.3218
A/Switzerland/UN-SNRCI-HUG-053/2025_H1N1,VIDRL,120,313.6,372,170.5,608.6,0.2167
A/Switzerland/UN-SNRCI-HUG-053/2025_H1N1,VIDRL_adult-cell_post,20,992.7,1025,345,3340,0
A/Switzerland/UN-SNRCI-HUG-053/2025_H1N1,VIDRL_adult-cell_pre,20,140.2,157.9,94.88,230.3,0.5
A/Switzerland/UN-SNRCI-HUG-053/2025_H1N1,VIDRL_adult-egg_post,20,473.6,527.5,224.3,1194,0.1
A/Switzerland/UN-SNRCI-HUG-053/2025_H1N1,VIDRL_adult-egg_pre,20,303.8,282.6,114.9,469.8,0.3
A/Switzerland/UN-SNRCI-HUG-053/2025_H1N1,VIDRL_elderly-egg_post,20,422.3,482.5,303.4,595.6,0.1
A/Switzerland/UN-SNRCI-HUG-053/2025_H1N1,VIDRL_elderly-egg_pre,20,223.4,227.9,137.3,303.2,0.3
A/Sydney/1359/2024_H3N2,All,285,486,575.8,189.4,1710,0.1684
A/Sydney/1359/2024_H3N2,CTS,38,452.1,434.4,224.9,787.7,0.1053
A/Sydney/1359/2024_H3N2,SCH,40,1060,780.4,137,4622,0.275
A/Sydney/1359/2024_H3N2,UWMC,87,521.7,603.8,224.3,1782,0.1149
A/Sydney/1359/2024_H3N2,VIDRL,120,466.9,549.5,177.6,1770,0.1917
A/Sydney/1359/2024_H3N2,VIDRL_adult-cell_post,20,1128,1340,722.5,2440,0
A/Sydney/1359/2024_H3N2,VIDRL_adult-cell_pre,20,109.2,118.9,76.57,216.8,0.6
A/Sydney/1359/2024_H3N2,VIDRL_adult-egg_post,20,2394,1541,455.1,3117,0
A/Sydney/1359/2024_H3N2,VIDRL_adult-egg_pre,20,168,258.3,115.3,644.7,0.4
A/Sydney/1359/2024_H3N2,VIDRL_elderly-egg_post,20,1143,1276,537.9,3594,0.05
A/Sydney/1359/2024_H3N2,VIDRL_elderly-egg_pre,20,282.9,340.5,223.9,499.2,0.1
A/Sydney/50/2026_H1N1,All,285,167,181.7,82.88,308.1,0.414
A/Sydney/50/2026_H1N1,CTS,38,173.4,183.5,122.4,243.9,0.2632
A/Sydney/50/2026_H1N1,SCH,40,116,115.7,42.64,207.1,0.55
A/Sydney/50/2026_H1N1,UWMC,87,151.6,186.4,84.68,365.7,0.4483
A/Sydney/50/2026_H1N1,VIDRL,120,173.7,206.6,95.04,338.6,0.3917
A/Sydney/50/2026_H1N1,VIDRL_adult-cell_post,20,633.1,745.1,278.1,1674,0.05
A/Sydney/50/2026_H1N1,VIDRL_adult-cell_pre,20,70.39,82.49,43.83,99.25,0.85
A/Sydney/50/2026_H1N1,VIDRL_adult-egg_post,20,198.1,232.9,129.8,320.1,0.3
A/Sydney/50/2026_H1N1,VIDRL_adult-egg_pre,20,127.9,131.4,63.14,199.4,0.55
A/Sydney/50/2026_H1N1,VIDRL_elderly-egg_post,20,321,320.3,196.6,406.9,0.15
A/Sydney/50/2026_H1N1,VIDRL_elderly-egg_pre,20,143.9,129.1,109,171.6,0.45
A/Texas/29/2026_H1N1,All,285,280.2,344.5,148.1,657,0.2316
A/Texas/29/2026_H1N1,CTS,38,244,291.1,162.5,466.9,0.1842
A/Texas/29/2026_H1N1,SCH,40,207.7,233.1,86.59,632.8,0.45
A/Texas/29/2026_H1N1,UWMC,87,280.2,332.2,147.4,649.2,0.2414
A/Texas/29/2026_H1N1,VIDRL,120,313.9,425.1,170.5,847,0.1667
A/Texas/29/2026_H1N1,VIDRL_adult-cell_post,20,1709,1667,617,4446,0
A/Texas/29/2026_H1N1,VIDRL_adult-cell_pre,20,146.6,153.6,84.59,181.9,0.45
A/Texas/29/2026_H1N1,VIDRL_adult-egg_post,20,507.9,566,251,903.3,0
A/Texas/29/2026_H1N1,VIDRL_adult-egg_pre,20,229.1,235.8,108.4,398.2,0.35
A/Texas/29/2026_H1N1,VIDRL_elderly-egg_post,20,502.8,706.5,302.7,1530,0.1
A/Texas/29/2026_H1N1,VIDRL_elderly-egg_pre,20,236.6,244.4,176.3,335.7,0.1
A/Thailand/8/2022_H3N2,All,284,1374,1361,553.4,3771,0.0493
A/Thailand/8/2022_H3N2,CTS,38,673.8,826.2,418.4,1902,0.02632
A/Thailand/8/2022_H3N2,SCH,40,1732,1514,298.4,6453,0.125
A/Thailand/8/2022_H3N2,UWMC,86,1058,1027,469.2,2792,0.06977
A/Thailand/8/2022_H3N2,VIDRL,120,2106,1883,768.4,4468,0.01667
A/Thailand/8/2022_H3N2,VIDRL_adult-cell_post,20,3200,3191,1856,5405,0
A/Thailand/8/2022_H3N2,VIDRL_adult-cell_pre,20,762,637.1,312.8,1338,0.1
A/Thailand/8/2022_H3N2,VIDRL_adult-egg_post,20,5402,4046,2914,8936,0
A/Thailand/8/2022_H3N2,VIDRL_adult-egg_pre,20,2297,1900,751.3,4548,0
A/Thailand/8/2022_H3N2,VIDRL_elderly-egg_post,20,2710,2589,1631,5364,0
A/Thailand/8/2022_H3N2,VIDRL_elderly-egg_pre,20,1078,1101,533.4,1930,0
A/Thuringen/16/2026_H3N2,All,284,420.4,464.3,188.9,1008,0.162
A/Thuringen/16/2026_H3N2,CTS,38,380.2,399.3,224.6,629.5,0.1316
A/Thuringen/16/2026_H3N2,SCH,40,472.9,574.1,184,1693,0.175
A/Thuringen/16/2026_H3N2,UWMC,87,518.4,515.8,235.7,843,0.06897
A/Thuringen/16/2026_H3N2,VIDRL,119,385.5,420.1,157.2,1011,0.2353
A/Thuringen/16/2026_H3N2,VIDRL_adult-cell_post,20,893.5,848.3,499.7,1410,0.05
A/Thuringen/16/2026_H3N2,VIDRL_adult-cell_pre,19,133.6,125,78.94,179.7,0.5263
A/Thuringen/16/2026_H3N2,VIDRL_adult-egg_post,20,1107,850.5,431.3,1713,0.1
A/Thuringen/16/2026_H3N2,VIDRL_adult-egg_pre,20,146.8,232.3,108,506.8,0.5
A/Thuringen/16/2026_H3N2,VIDRL_elderly-egg_post,20,942.2,850,413.7,1514,0.1
A/Thuringen/16/2026_H3N2,VIDRL_elderly-egg_pre,20,305.1,290.7,197.8,411,0.15
A/Thuringen/39/2026_H3N2,All,283,338.4,399.4,165.9,892,0.1979
A/Thuringen/39/2026_H3N2,CTS,38,239.6,270.5,153.1,432.3,0.2368
A/Thuringen/39/2026_H3N2,SCH,40,474.5,422.4,160.2,1129,0.225
A/Thuringen/39/2026_H3N2,UWMC,86,412.9,462.1,173.9,1101,0.1628
A/Thuringen/39/2026_H3N2,VIDRL,119,327.1,399.6,168.7,864.6,0.2017
A/Thuringen/39/2026_H3N2,VIDRL_adult-cell_post,20,1080,874.3,473.5,1614,0.1
A/Thuringen/39/2026_H3N2,VIDRL_adult-cell_pre,20,99.31,100.2,70.99,142.6,0.75
A/Thuringen/39/2026_H3N2,VIDRL_adult-egg_post,20,586.4,832.2,338.3,2640,0.05
A/Thuringen/39/2026_H3N2,VIDRL_adult-egg_pre,20,260.1,254.9,145.7,389.8,0.2
A/Thuringen/39/2026_H3N2,VIDRL_elderly-egg_post,20,794.7,818.5,382.3,1472,0.05
A/Thuringen/39/2026_H3N2,VIDRL_elderly-egg_pre,19,215.5,261.9,190.7,363.8,0.05263
A/Tokyo/EIS11-277/2024_H1N1,All,285,378.9,435.6,179.4,943.2,0.186
A/Tokyo/EIS11-277/2024_H1N1,CTS,38,251.8,340.4,191.9,546.9,0.1316
A/Tokyo/EIS11-277/2024_H1N1,SCH,40,278.2,253.9,74.72,608.5,0.375
A/Tokyo/EIS11-277/2024_H1N1,UWMC,87,504,463.8,171.2,1066,0.1839
A/Tokyo/EIS11-277/2024_H1N1,VIDRL,120,486.2,538.8,247.4,1104,0.1417
A/Tokyo/EIS11-277/2024_H1N1,VIDRL_adult-cell_post,20,1729,1668,648.5,4386,0
A/Tokyo/EIS11-277/2024_H1N1,VIDRL_adult-cell_pre,20,157.4,191.9,92.11,331.8,0.45
A/Tokyo/EIS11-277/2024_H1N1,VIDRL_adult-egg_post,20,703.3,750.2,325.4,1167,0
A/Tokyo/EIS11-277/2024_H1N1,VIDRL_adult-egg_pre,20,326,322.7,123.5,648.5,0.3
A/Tokyo/EIS11-277/2024_H1N1,VIDRL_elderly-egg_post,20,798,902.8,529.7,1675,0.05
A/Tokyo/EIS11-277/2024_H1N1,VIDRL_elderly-egg_pre,20,270,349.6,242.1,394.5,0.05
A/Trieste/257/2025_H3N2,All,278,289.8,309.7,118.6,646.3,0.2914
A/Trieste/257/2025_H3N2,CTS,38,325.6,355.9,197,557.3,0.1053
A/Trieste/257/2025_H3N2,SCH,39,446.4,391.7,114.8,1312,0.3333
A/Trieste/257/2025_H3N2,UWMC,82,287.6,314.8,151.9,618.9,0.2317
A/Trieste/257/2025_H3N2,VIDRL,119,223.4,271.2,96.66,616.7,0.3782
A/Trieste/257/2025_H3N2,VIDRL_adult-cell_post,20,567.3,629.1,305,1146,0.05
A/Trieste/257/2025_H3N2,VIDRL_adult-cell_pre,19,54.34,73.44,40,111,0.8421
A/Trieste/257/2025_H3N2,VIDRL_adult-egg_post,20,612.3,587.6,209.8,1672,0.2
A/Trieste/257/2025_H3N2,VIDRL_adult-egg_pre,20,106,142.7,72.15,238.1,0.6
A/Trieste/257/2025_H3N2,VIDRL_elderly-egg_post,20,538.7,586.2,224.8,1102,0.15
A/Trieste/257/2025_H3N2,VIDRL_elderly-egg_pre,20,149.8,164,96.68,281.2,0.45
A/Trieste/380/2026_H3N2,All,281,377.1,409.9,169.2,976,0.21
A/Trieste/380/2026_H3N2,CTS,38,409,453.9,281.2,687.4,0.1053
A/Trieste/380/2026_H3N2,SCH,40,535.9,502,175.2,1238,0.175
A/Trieste/380/2026_H3N2,UWMC,86,413.7,466.3,222.7,961.3,0.1163
A/Trieste/380/2026_H3N2,VIDRL,117,292.2,336.6,120.1,1002,0.3248
A/Trieste/380/2026_H3N2,VIDRL_adult-cell_post,20,1054,775.8,337.7,1401,0.1
A/Trieste/380/2026_H3N2,VIDRL_adult-cell_pre,19,111.9,101.8,66.38,138.4,0.7368
A/Trieste/380/2026_H3N2,VIDRL_adult-egg_post,20,699.5,657.7,256.9,1626,0.15
A/Trieste/380/2026_H3N2,VIDRL_adult-egg_pre,19,149.1,205.7,106.5,369.6,0.4737
A/Trieste/380/2026_H3N2,VIDRL_elderly-egg_post,20,490.1,615.5,292.9,1402,0.2
A/Trieste/380/2026_H3N2,VIDRL_elderly-egg_pre,19,189.3,198,110,296.5,0.3158
A/Ukraine/5214/2026_H1N1,All,285,266.7,326.1,133.1,727,0.2912
A/Ukraine/5214/2026_H1N1,CTS,38,173,228.7,124,463.6,0.3947
A/Ukraine/5214/2026_H1N1,SCH,40,179.7,214.1,80.52,493,0.475
A/Ukraine/5214/2026_H1N1,UWMC,87,266.7,365.3,149.1,750.3,0.2069
A/Ukraine/5214/2026_H1N1,VIDRL,120,306.6,386.5,137.4,849.7,0.2583
A/Ukraine/5214/2026_H1N1,VIDRL_adult-cell_post,20,1458,1547,639.4,5044,0.05
A/Ukraine/5214/2026_H1N1,VIDRL_adult-cell_pre,20,130.1,132.7,59.1,194.2,0.6
A/Ukraine/5214/2026_H1N1,VIDRL_adult-egg_post,20,540.3,578,251.2,882.6,0.05
A/Ukraine/5214/2026_H1N1,VIDRL_adult-egg_pre,20,162.4,203.3,77.14,427.6,0.5
A/Ukraine/5214/2026_H1N1,VIDRL_elderly-egg_post,20,481.4,658.8,290.8,1510,0.1
A/Ukraine/5214/2026_H1N1,VIDRL_elderly-egg_pre,20,202.9,209.8,147.5,289.7,0.25
A/Uppsala/SE26-01293/2026_H1N1,All,282,257.6,316.4,127.8,620.2,0.2801
A/Uppsala/SE26-01293/2026_H1N1,CTS,37,249.4,293.6,142.9,544.9,0.2432
A/Uppsala/SE26-01293/2026_H1N1,SCH,39,186.9,194.4,49.67,593.6,0.4359
A/Uppsala/SE26-01293/2026_H1N1,UWMC,86,279.8,310.3,130.5,534.4,0.314
A/Uppsala/SE26-01293/2026_H1N1,VIDRL,120,280.1,384.6,160.5,796.6,0.2167
A/Uppsala/SE26-01293/2026_H1N1,VIDRL_adult-cell_post,20,1160,1447,544.8,4559,0
A/Uppsala/SE26-01293/2026_H1N1,VIDRL_adult-cell_pre,20,136,151.4,90.06,212.9,0.5
A/Uppsala/SE26-01293/2026_H1N1,VIDRL_adult-egg_post,20,442.6,489.6,231.9,893.6,0.05
A/Uppsala/SE26-01293/2026_H1N1,VIDRL_adult-egg_pre,20,208.7,212.5,103.3,366.1,0.35
A/Uppsala/SE26-01293/2026_H1N1,VIDRL_elderly-egg_post,20,595.1,725.1,276.9,1794,0.05
A/Uppsala/SE26-01293/2026_H1N1,VIDRL_elderly-egg_pre,20,224.2,195.6,120.8,289.4,0.35
A/Valencia/VAHNSI_09_02564/2025_H1N1,All,285,285.5,337.2,145.1,636.3,0.2281
A/Valencia/VAHNSI_09_02564/2025_H1N1,CTS,38,227,270.8,143.7,428.9,0.1842
A/Valencia/VAHNSI_09_02564/2025_H1N1,SCH,40,214.8,194.2,62.37,472,0.45
A/Valencia/VAHNSI_09_02564/2025_H1N1,UWMC,87,297.3,356,147.1,767.5,0.2184
A/Valencia/VAHNSI_09_02564/2025_H1N1,VIDRL,120,352.1,417.6,176.9,706.7,0.175
A/Valencia/VAHNSI_09_02564/2025_H1N1,VIDRL_adult-cell_post,20,1444,1563,485.2,4282,0
A/Valencia/VAHNSI_09_02564/2025_H1N1,VIDRL_adult-cell_pre,20,147.4,158.6,90.65,220.1,0.45
A/Valencia/VAHNSI_09_02564/2025_H1N1,VIDRL_adult-egg_post,20,483.4,562.8,250.6,815,0.05
A/Valencia/VAHNSI_09_02564/2025_H1N1,VIDRL_adult-egg_pre,20,254,226.7,92.71,397.3,0.4
A/Valencia/VAHNSI_09_02564/2025_H1N1,VIDRL_elderly-egg_post,20,527,679.1,352.6,1402,0.05
A/Valencia/VAHNSI_09_02564/2025_H1N1,VIDRL_elderly-egg_pre,20,235.2,247,161,357.5,0.1
A/Victoria/2948/2025_H3N2,All,283,372.4,427.9,181.3,885.2,0.1908
A/Victoria/2948/2025_H3N2,CTS,37,383.7,420,215.9,588.9,0.1081
A/Victoria/2948/2025_H3N2,SCH,40,442,580.4,217.3,1744,0.075
A/Victoria/2948/2025_H3N2,UWMC,87,532.8,528,241.8,964.7,0.1264
A/Victoria/2948/2025_H3N2,VIDRL,119,274.7,333.1,122.1,660.7,0.3025
A/Victoria/2948/2025_H3N2,VIDRL_adult-cell_post,20,602.9,657.1,374.3,1606,0.1
A/Victoria/2948/2025_H3N2,VIDRL_adult-cell_pre,20,115.7,105.4,61.19,155.9,0.7
A/Victoria/2948/2025_H3N2,VIDRL_adult-egg_post,20,545.9,759.4,274,2768,0.1
A/Victoria/2948/2025_H3N2,VIDRL_adult-egg_pre,20,208.4,252.6,94.03,585.3,0.45
A/Victoria/2948/2025_H3N2,VIDRL_elderly-egg_post,20,452.1,574.8,316.4,1073,0.1
A/Victoria/2948/2025_H3N2,VIDRL_elderly-egg_pre,19,156.7,173.2,120.7,214.4,0.3684
A/Victoria/4897/2022_IVR-238_H1N1,All,284,1816,1520,559,4223,0.06338
A/Victoria/4897/2022_IVR-238_H1N1,CTS,37,1125,1172,416.8,2979,0
A/Victoria/4897/2022_IVR-238_H1N1,SCH,40,831.5,726.9,197.6,3103,0.2
A/Victoria/4897/2022_IVR-238_H1N1,UWMC,87,1541,1444,560.9,3434,0.05747
A/Victoria/4897/2022_IVR-238_H1N1,VIDRL,120,2617,2187,814.9,5187,0.04167
A/Victoria/4897/2022_IVR-238_H1N1,VIDRL_adult-cell_post,20,5820,4767,2459,1.359e+04,0
A/Victoria/4897/2022_IVR-238_H1N1,VIDRL_adult-cell_pre,20,717.6,693.8,325.1,1478,0.2
A/Victoria/4897/2022_IVR-238_H1N1,VIDRL_adult-egg_post,20,3961,4006,2534,5855,0
A/Victoria/4897/2022_IVR-238_H1N1,VIDRL_adult-egg_pre,20,2772,2000,1156,4580,0
A/Victoria/4897/2022_IVR-238_H1N1,VIDRL_elderly-egg_post,20,3299,3192,1246,8637,0
A/Victoria/4897/2022_IVR-238_H1N1,VIDRL_elderly-egg_pre,20,1424,1292,572.1,2472,0.05
A/Vietnam/F7324/2024_H3N2,All,284,635.1,662.2,229.6,1582,0.1056
A/Vietnam/F7324/2024_H3N2,CTS,38,413.1,464.2,229.2,816.3,0.05263
A/Vietnam/F7324/2024_H3N2,SCH,40,1067,846.4,216.9,2641,0.15
A/Vietnam/F7324/2024_H3N2,UWMC,86,591.5,689.2,274.6,1584,0.09302
A/Vietnam/F7324/2024_H3N2,VIDRL,120,716.6,663.6,223.6,1587,0.1167
A/Vietnam/F7324/2024_H3N2,VIDRL_adult-cell_post,20,1073,1331,789.2,3252,0.05
A/Vietnam/F7324/2024_H3N2,VIDRL_adult-cell_pre,20,133.2,154.9,98.04,240.8,0.55
A/Vietnam/F7324/2024_H3N2,VIDRL_adult-egg_post,20,1701,1243,420.7,2768,0
A/Vietnam/F7324/2024_H3N2,VIDRL_adult-egg_pre,20,565.4,503.6,191.3,1351,0.1
A/Vietnam/F7324/2024_H3N2,VIDRL_elderly-egg_post,20,1136,1391,707.3,2961,0
A/Vietnam/F7324/2024_H3N2,VIDRL_elderly-egg_pre,20,491.9,476,223.6,692.4,0
A/Vietnam/PF125413/2025_H1N1,All,285,250.4,281.4,128.2,514.2,0.2667
A/Vietnam/PF125413/2025_H1N1,CTS,38,218.8,216.1,126.2,431.1,0.3158
A/Vietnam/PF125413/2025_H1N1,SCH,40,169,174.8,58.24,503.5,0.5
A/Vietnam/PF125413/2025_H1N1,UWMC,87,225.7,270.3,123,526.5,0.2759
A/Vietnam/PF125413/2025_H1N1,VIDRL,120,311,369.1,183,533.8,0.1667
A/Vietnam/PF125413/2025_H1N1,VIDRL_adult-cell_post,20,871.6,998.3,339.7,3079,0
A/Vietnam/PF125413/2025_H1N1,VIDRL_adult-cell_pre,20,138.1,146.1,89.36,226.1,0.5
A/Vietnam/PF125413/2025_H1N1,VIDRL_adult-egg_post,20,467.4,502.5,242.3,777.7,0
A/Vietnam/PF125413/2025_H1N1,VIDRL_adult-egg_pre,20,309.5,256.4,108.3,476.8,0.3
A/Vietnam/PF125413/2025_H1N1,VIDRL_elderly-egg_post,20,417,496.2,263,607.2,0.1
A/Vietnam/PF125413/2025_H1N1,VIDRL_elderly-egg_pre,20,261.4,271.3,192.9,358.7,0.1
A/Vietnam/PF126009/2026_H1N1,All,285,244.4,277,131.7,512.5,0.2772
A/Vietnam/PF126009/2026_H1N1,CTS,38,199.8,228.3,138.7,319,0.2632
A/Vietnam/PF126009/2026_H1N1,SCH,40,194.7,177.7,60.17,424.7,0.45
A/Vietnam/PF126009/2026_H1N1,UWMC,87,235.6,258.4,130.1,498.8,0.3333
A/Vietnam/PF126009/2026_H1N1,VIDRL,120,294.4,359.2,188.9,664.4,0.1833
A/Vietnam/PF126009/2026_H1N1,VIDRL_adult-cell_post,20,925.2,974.1,383.6,2884,0
A/Vietnam/PF126009/2026_H1N1,VIDRL_adult-cell_pre,20,122,142.8,80.84,199.8,0.55
A/Vietnam/PF126009/2026_H1N1,VIDRL_adult-egg_post,20,437.9,496.1,224.8,874.8,0
A/Vietnam/PF126009/2026_H1N1,VIDRL_adult-egg_pre,20,245,239.2,108.9,404.1,0.3
A/Vietnam/PF126009/2026_H1N1,VIDRL_elderly-egg_post,20,475.2,509.6,259.3,761.4,0.1
A/Vietnam/PF126009/2026_H1N1,VIDRL_elderly-egg_pre,20,252.7,255.3,194.8,321.5,0.15
A/Virginia/82/2025_H1N1,All,285,261.7,312.8,131.4,608.6,0.2737
A/Virginia/82/2025_H1N1,CTS,38,201.2,259.1,151.2,482.1,0.2368
A/Virginia/82/2025_H1N1,SCH,40,168.6,192.1,66.53,483.8,0.475
A/Virginia/82/2025_H1N1,UWMC,87,308.9,344.7,141.6,710.8,0.2414
A/Virginia/82/2025_H1N1,VIDRL,120,288,364,144.3,665.2,0.2417
A/Virginia/82/2025_H1N1,VIDRL_adult-cell_post,20,1235,1359,515.1,4733,0
A/Virginia/82/2025_H1N1,VIDRL_adult-cell_pre,20,129.6,137.2,64.44,191.1,0.6
A/Virginia/82/2025_H1N1,VIDRL_adult-egg_post,20,405.1,475,222.3,788,0.1
A/Virginia/82/2025_H1N1,VIDRL_adult-egg_pre,20,199.4,200.6,84.71,409.1,0.4
A/Virginia/82/2025_H1N1,VIDRL_elderly-egg_post,20,513.5,643.7,289.6,1454,0.1
A/Virginia/82/2025_H1N1,VIDRL_elderly-egg_pre,20,201.2,203.4,151.3,289.5,0.25
A/Wisconsin/588/2019_H1N1,All,283,628.6,618.3,245.6,1536,0.1378
A/Wisconsin/588/2019_H1N1,CTS,38,355.4,496.1,253.4,990.6,0.07895
A/Wisconsin/588/2019_H1N1,SCH,39,241.4,243.9,61.67,781.2,0.3846
A/Wisconsin/588/2019_H1N1,UWMC,86,697.5,649.2,243.6,1826,0.1163
A/Wisconsin/588/2019_H1N1,VIDRL,120,780.6,866.4,329.6,2122,0.09167
A/Wisconsin/588/2019_H1N1,VIDRL_adult-cell_post,20,2211,2415,970.3,6616,0
A/Wisconsin/588/2019_H1N1,VIDRL_adult-cell_pre,20,299.6,315.7,175.1,556,0.2
A/Wisconsin/588/2019_H1N1,VIDRL_adult-egg_post,20,1685,1452,495.4,2621,0
A/Wisconsin/588/2019_H1N1,VIDRL_adult-egg_pre,20,1204,818,435.6,1778,0.15
